ID,Size,Predicted %,Actual value
0,28,0.02,NO
1,28,0.04,NO
2,387,0.72,YES
3,1087,0.84,YES
4,25,0.02,NO
5,50,0.32,NO
6,76,0.81,NO
7,38,0.83,NO
8,168,0.09,NO
9,267,0.13,NO
10,374,0.05,NO
11,145,0.09,NO
12,85,0.8,YES
13,64,0.66,YES
14,36,0.49,YES
15,36,0.05,NO
16,36,0.03,NO
17,26,0.57,NO
18,491,0.3,NO
19,354,0.46,NO
20,196,0.53,NO
21,24,0.36,NO
22,27,0.81,NO
23,55,0.07,NO
24,54,0.07,NO
25,26,0.23,NO
26,187,0.25,NO
27,983,0.51,NO
28,252,0.58,NO
29,620,0.38,NO
30,37,0.24,NO
31,35,0.43,NO
32,286,0.47,NO
33,232,0.52,NO
34,203,0.38,NO
35,270,0.31,NO
36,425,0.51,NO
37,244,0.15,NO
38,74,0.59,NO
39,69,0.35,NO
40,228,0.14,NO
41,231,0.14,NO
42,202,0.12,NO
43,99,0.12,NO
44,191,0.22,NO
45,447,0.59,NO
46,95,0.47,NO
47,549,0.46,NO
48,136,0.29,NO
49,40,0.61,NO
50,86,0.6,NO
51,90,0.16,NO
52,79,0.43,NO
53,85,0.23,NO
54,59,0.21,NO
55,112,0.14,NO
56,52,0.03,NO
57,157,0.76,YES
58,74,0.5,YES
59,230,0.28,YES
60,211,0.34,NO
61,55,0.42,YES
62,29,0.38,NO
63,111,0.09,NO
64,98,0.89,YES
65,43,0.31,YES
66,54,0.56,YES
67,205,0.28,NO
68,121,0.4,YES
69,107,0.24,NO
70,74,0.08,NO
71,76,0.26,YES
72,412,0.46,NO
73,146,0.52,YES
74,125,0.18,NO
