ID,Size,Predicted %,Actual value
0,28,0.0,NO
1,28,0.09,NO
2,387,0.65,YES
3,1087,0.84,YES
4,25,0.0,NO
5,50,0.26,NO
6,76,0.82,NO
7,38,0.81,NO
8,168,0.11,NO
9,267,0.14,NO
10,374,0.13,NO
11,145,0.08,NO
12,85,0.67,YES
13,64,0.59,YES
14,36,0.35,YES
15,36,0.07,NO
16,36,0.1,NO
17,26,0.43,NO
18,491,0.16,NO
19,354,0.43,NO
20,196,0.34,NO
21,24,0.24,NO
22,27,0.67,NO
23,55,0.14,NO
24,54,0.12,NO
25,26,0.24,NO
26,187,0.28,NO
27,983,0.3,NO
28,252,0.56,NO
29,620,0.24,NO
30,37,0.25,NO
31,35,0.34,NO
32,286,0.3,NO
33,232,0.37,NO
34,203,0.32,NO
35,270,0.44,NO
36,425,0.46,NO
37,244,0.22,NO
38,74,0.49,NO
39,69,0.3,NO
40,228,0.17,NO
41,231,0.18,NO
42,202,0.16,NO
43,99,0.15,NO
44,191,0.17,NO
45,447,0.67,NO
46,95,0.38,NO
47,549,0.47,NO
48,136,0.31,NO
49,40,0.56,NO
50,86,0.58,NO
51,90,0.15,NO
52,79,0.48,NO
53,85,0.26,NO
54,59,0.09,NO
55,112,0.2,NO
56,52,0.13,NO
57,157,0.83,YES
58,74,0.5,YES
59,230,0.19,YES
60,211,0.29,NO
61,55,0.47,YES
62,29,0.39,NO
63,111,0.19,NO
64,98,0.93,YES
65,43,0.35,YES
66,54,0.5,YES
67,205,0.16,NO
68,121,0.29,YES
69,107,0.2,NO
70,74,0.1,NO
71,76,0.31,YES
72,412,0.29,NO
73,146,0.39,YES
74,125,0.21,NO
